titulo,precio,rating,categoria,en_stock,autores,descripcion
Anonymous,46.82,4,Default,1,Gabriella Coleman,"El libro definitivo sobre el movimiento de hackers, activistas, espías y bromistas que opera bajo el (no-) nombre de Anonymous, escrito por la autora que según el Huffington Post mejor conoce sus ""más oscuros y profundos secretos"". En 2010, la antropóloga Gabriella Coleman inició un profundo trabajo de campo sobre el auge de este fenómeno global, al tiempo que algunos de sus miembros se adentraban en el mundo de la protesta política y el activismo informático —antes de que Anonymous saltase a la..."
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,Default,1,Gardner E. Daniel,"Learning not shared is learning wasted. In my thirty-five years of experience in the oil and banking industries, including ascending levels of management and leadership responsibilities, I have gained what I believe to be valuable insight into many styles of leadership. Former President of the United States, Harry S. Truman, once said Its what you learn after you know it all that really counts. We must continue our education if we want to keep pace with progress. The learning process that begins..."
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,Young Adult,1,"John Green, David Levithan","The New York Times bestselling novel from John Green, the author of multi-million bestseller The Fault in Our Stars, and David Levithan. One cold night, in a most unlikely corner of Chicago, Will Grayson crosses paths with . . . Will Grayson. Two guys with the same name, running in two very different circles, suddenly find their lives going in new and unexpected directions, and culminating in epic turns-of-heart and the most fabulous musical ever to grace the high-school stage. Told in alternati..."
Needful Things,47.51,4,Horror,1,Stephen King,"A wonderful new store has opened in Castle Rock, Maine. It's a place where you can get anything your heart desires - sexual pleasure, wealth, power ... but for a nerve-shattering price."
Sharp Objects,47.82,4,Mystery,1,Gillian Flynn,"NOW AN HBO® LIMITED SERIES STARRING AMY ADAMS, NOMINATED FOR EIGHT EMMY AWARDS, INCLUDING OUTSTANDING LIMITED SERIES FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRL Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old..."
Grey (Fifty Shades #4),48.49,4,Womens Fiction,1,E. L. James,"Christian Grey exercises control in all things; his world is neat, disciplined, and utterly empty ... until the day that Anastasia Steele falls into his office, in a tangle of shapely limbs and tumbling brown hair. He tries to forget her, but instead is swept up in a storm of emotion he cannot comprehend and cannot resist. Unlike any woman he has known before, shy, unworldly Ana seems to see right through him ... past the business prodigy and the penthouse lifestyle to Christian's cold, wounded ..."
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,Art,1,"David Bayles, Ted Orland","'I always keep a copy of Art & Fear on my bookshelf' JAMES CLEAR, author of the #1 best-seller Atomic Habits 'A book for anyone and everyone who wants to face their fears and get to work' DEBBIE MILLMAN, author and host of the podcast Design Matters 'I've stolen tons of inspiration from this book ... and so will you' AUSTIN KLEON, NYTimes bestselling author of Steal Like an Artist 'The ultimate pep talk for artists' WENDY MACNAUGHTON, illustrator Art & Fear is about the way art gets made, the re..."
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,Travel,1,Rick Antonson,"Acclaimed travel writer Rick Antonson sets his adventurous compass on Mount Ararat, exploring the region’s long history, religious mysteries, and complex politics. Mount Ararat is the most fabled mountain in the world. For millennia this massif in eastern Turkey has been rumored as the resting place of Noah’s Ark following the Great Flood. But it also plays a significant role in the longstanding conflict between Turkey and Armenia. Author Rick Antonson joined a five-member expedition to the moun..."
Close to You,49.46,4,Christian Fiction,1,Autor Desconocido,Sin descripción
'Salem's Lot,49.56,4,Horror,1,Stephen King,"Salem's Lot es un pueblo tranquilo donde nunca pasa nada. O quizás esto son solo apariencias, pues lo cierto es que sí se están sucediendo diversos hechos misteriosos, incluso escalofriantes... Veinte años atrás, por una apuesta infantil, Ben Mears entró en la casa de los Marsten. Y lo que vio entonces aún recorre sus pesadillas. Ahora, como escritor consagrado, vuelve a Salem's Lot para exorcizar sus fantasmas. Salem's Lot es un pueblo tranquilo y adormilado donde nunca pasa nada..., excepto la..."
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,Default,1,Donald Norris,"Program your own MicroPython projects with ease—no prior programming experience necessary! This DIY guide provides a practical introduction to microcontroller programming with MicroPython. Written by an experienced electronics hobbyist, Python for Microcontrollers: Getting Started with MicroPython features eight start-to-finish projects with clear, easy-to-follow instructions for each. You will learn how to use sensors, store data, control motors and other devices, and work with expansion boards..."
If I Run (If I Run #1),49.97,4,Christian Fiction,1,Molly Black,"A bundle of books #1 (IF I RUN), #2 (IF I TELL), and #3 (IF I LIVE) in Molly Black’s Ruby Hunter FBI Suspense Thriller series! This bundle offers books one, two, and three in one convenient file, with over 100,000 words of reading. FBI BAU Special Agent Ruby Hunter remains haunted by “The 13 Killer,” the serial killer who took everything from her—including her partner—before she put him away for good. Yet somehow, though behind bars, new bodies are showing up with his trademark 13 signature. Is ..."
In Cold Blood,49.98,4,Nonfiction,1,Autor Desconocido,Sin descripción
Nightstruck: A Novel,50.35,4,Young Adult,1,Jenna Black,"Nightstruck: the start of a spooky yet romantic dark paranormal horror series from Glimmerglass author Jenna Black. The night is the enemy, and the city of Philadelphia is its deadliest weapon. Becket is an ordinary teenage girl, wrestling with the upheaval of her parents' divorce. A studious high school senior, her biggest problems to date have been choosing which colleges to apply to, living up to her parents' ambitious expectations for her, and fighting her secret crush on her best friend's b..."
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,Sequential Art,1,Autor Desconocido,Sin descripción
"Exit, Pursued by a Bear",51.34,4,Young Adult,1,Helen Virginia Shinkle,Sin descripción
Danganronpa Volume 1,51.99,4,Sequential Art,1,Spike Chunsoft,"Each year, the elite Hope's Peak Academy selects only the most gifted and talented students to enroll...plus one ordinary student, chosen by lottery. Makoto Naegi was that lucky person--or so he thought! When he shows up for class, he finds the elite students are a bizarre cast of oddballs under the ruthless authority of a robot teddy bear principal, Monokuma. The bear lays down the school rules: the only way out of Hope's Peak is to not only murder another student...but get away with it, as eve..."
Behind Closed Doors,52.22,4,Thriller,1,S. M.,"Behind Closed Doors is a heartwarming story that talks about survival and a mother’s suffering. SM bravely opens her door and shares her experience on how she overcame her dark shadows while liberating herself from her inner fears and standing for what’s right. Abandoned at 2 days old and raised in a violent household while being sexually abused for 5 years, SM came to find her strength through her books believing that someday, she will be freed from life’s turmoil and be saved by her prince cha..."
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,Default,1,"Carl Sagan, Ann Druyan","NEW YORK TIMES BESTSELLER • From the renowned astronomer and author of Cosmos comes a “powerful [and] stirring defense of informed rationality” (The Washington Post Book World) in a world where fake news stories and Internet conspiracy theories play to a disaffected American populace. LOS ANGELES TIMES BOOK PRIZE WINNER • “Glorious . . . A spirited defense of science . . . From the first page to the last, this book is a manifesto for clear thought.”—Los Angeles Times How can we make intelligent ..."
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,Default,1,Valerie Steiker,"In this first-ever coloring book from American Vogue, you are invited into a world of fashion fantasy. Twenty-six archival magazine covers from 1912 to 1932, by ten celebrated illustrators living here and abroad, take you back to a more playful and whimsical moment of boas, bows, hats and headpieces, fans, pearls and gloves, and even exotic animals. Coloring book fans of all ages can try their hand at the Art Deco patterns and letters from A to Z and the lively drawings of women dressed for the ..."
